Waiting for operation to complete...
Transcript: Bolesław Leśmian Magda
Confidence: 0.9739453196525574
Word: Bolesław, start_time: 0.1, end_time: 0.9
Word: Leśmian, start_time: 0.9, end_time: 0.9
Word: Magda, start_time: 0.9, end_time: 2.5
Transcript:  kup chałupy aż dyni zachodu purpurą świat się snuł w nieskończoność nie wiadomo którą bo już kilka spłonęło wniwecz raz po razie ostatni co w obłoku utkwiła oazie złociście nieobecni na nogach oddali ziemniaku niej pasmami w ogrodach się pali kot przebiega wkurzyć drogę Dłużec się przyjemnie web odwraca i tyłem w drzewcowa świecie mnie w porządku ręce w ciepłym zatrzymana puchu zrywa się dziobię ziemię i znów tkwi bezruchu cisza dumana blisko dnia w mroku utratą cień z wierzby na Opłotek sfrunął muchowa to siadł na sęku iw Travel spragniony ochłody wścieka jak mętna kropla parującej wody
Confidence: 0.8032079339027405
Word: kup, start_time: 4.8, end_time: 5.3
Word: chałupy, start_time: 5.3, end_time: 5.8
Word: aż, start_time: 5.8, end_time: 6.1
Word: dyni, start_time: 6.1, end_time: 6.5
Word: zachodu, start_time: 6.5, end_time: 7.0
Word: purpurą, start_time: 7.0, end_time: 7.5
Word: świat, start_time: 7.5, end_time: 8.9
Word: się, start_time: 8.9, end_time: 9.1
Word: snuł, start_time: 9.1, end_time: 9.5
Word: w, start_time: 9.5, end_time: 9.6
Word: nieskończoność, start_time: 9.6, end_time: 10.6
Word: nie, start_time: 10.6, end_time: 10.9
Word: wiadomo, start_time: 10.9, end_time: 11.2
Word: którą, start_time: 11.2, end_time: 11.5
Word: bo, start_time: 11.5, end_time: 12.9
Word: już, start_time: 12.9, end_time: 13.1
Word: kilka, start_time: 13.1, end_time: 13.4
Word: spłonęło, start_time: 13.4, end_time: 13.9
Word: wniwecz, start_time: 13.9, end_time: 14.3
Word: raz, start_time: 14.3, end_time: 14.9
Word: po, start_time: 14.9, end_time: 15.1
Word: razie, start_time: 15.1, end_time: 15.3
Word: ostatni, start_time: 15.3, end_time: 17.0
Word: co, start_time: 17.0, end_time: 17.2
Word: w, start_time: 17.2, end_time: 17.3
Word: obłoku, start_time: 17.3, end_time: 17.9
Word: utkwiła, start_time: 17.9, end_time: 18.6
Word: oazie, start_time: 18.6, end_time: 19.1
Word: złociście, start_time: 19.1, end_time: 19.9
Word: nieobecni, start_time: 19.9, end_time: 20.8
Word: na, start_time: 20.8, end_time: 21.2
Word: nogach, start_time: 21.2, end_time: 21.9
Word: oddali, start_time: 21.9, end_time: 22.5
Word: ziemniaku, start_time: 22.5, end_time: 23.6
Word: niej, start_time: 23.6, end_time: 23.8
Word: pasmami, start_time: 23.8, end_time: 24.2
Word: w, start_time: 24.2, end_time: 24.3
Word: ogrodach, start_time: 24.3, end_time: 24.7
Word: się, start_time: 24.7, end_time: 24.9
Word: pali, start_time: 24.9, end_time: 25.3
Word: kot, start_time: 25.3, end_time: 26.4
Word: przebiega, start_time: 26.4, end_time: 26.9
Word: wkurzyć, start_time: 26.9, end_time: 27.3
Word: drogę, start_time: 27.3, end_time: 27.6
Word: Dłużec, start_time: 27.6, end_time: 28.6
Word: się, start_time: 28.6, end_time: 28.7
Word: przyjemnie, start_time: 28.7, end_time: 29.3
Word: web, start_time: 29.3, end_time: 30.2
Word: odwraca, start_time: 30.2, end_time: 30.8
Word: i, start_time: 30.8, end_time: 31.0
Word: tyłem, start_time: 31.0, end_time: 31.5
Word: w, start_time: 31.5, end_time: 31.6
Word: drzewcowa, start_time: 31.6, end_time: 32.5
Word: świecie, start_time: 32.5, end_time: 32.9
Word: mnie, start_time: 32.9, end_time: 33.2
Word: w, start_time: 33.2, end_time: 33.4
Word: porządku, start_time: 33.4, end_time: 34.3
Word: ręce, start_time: 34.3, end_time: 35.0
Word: w, start_time: 35.0, end_time: 35.1
Word: ciepłym, start_time: 35.1, end_time: 35.6
Word: zatrzymana, start_time: 35.6, end_time: 36.3
Word: puchu, start_time: 36.3, end_time: 36.7
Word: zrywa, start_time: 36.7, end_time: 37.8
Word: się, start_time: 37.8, end_time: 38.0
Word: dziobię, start_time: 38.0, end_time: 38.5
Word: ziemię, start_time: 38.5, end_time: 38.9
Word: i, start_time: 38.9, end_time: 38.9
Word: znów, start_time: 38.9, end_time: 39.3
Word: tkwi, start_time: 39.3, end_time: 39.8
Word: bezruchu, start_time: 39.8, end_time: 40.4
Word: cisza, start_time: 40.4, end_time: 42.2
Word: dumana, start_time: 42.2, end_time: 42.7
Word: blisko, start_time: 42.7, end_time: 43.3
Word: dnia, start_time: 43.3, end_time: 43.7
Word: w, start_time: 43.7, end_time: 43.8
Word: mroku, start_time: 43.8, end_time: 44.2
Word: utratą, start_time: 44.2, end_time: 44.8
Word: cień, start_time: 44.8, end_time: 46.2
Word: z, start_time: 46.2, end_time: 46.3
Word: wierzby, start_time: 46.3, end_time: 46.8
Word: na, start_time: 46.8, end_time: 46.9
Word: Opłotek, start_time: 46.9, end_time: 47.4
Word: sfrunął, start_time: 47.4, end_time: 47.9
Word: muchowa, start_time: 47.9, end_time: 48.5
Word: to, start_time: 48.5, end_time: 48.7
Word: siadł, start_time: 48.7, end_time: 50.3
Word: na, start_time: 50.3, end_time: 50.4
Word: sęku, start_time: 50.4, end_time: 51.0
Word: iw, start_time: 51.0, end_time: 51.3
Word: Travel, start_time: 51.3, end_time: 51.8
Word: spragniony, start_time: 51.8, end_time: 52.6
Word: ochłody, start_time: 52.6, end_time: 53.2
Word: wścieka, start_time: 53.2, end_time: 54.5
Word: jak, start_time: 54.5, end_time: 54.9
Word: mętna, start_time: 54.9, end_time: 55.5
Word: kropla, start_time: 55.5, end_time: 56.0
Word: parującej, start_time: 56.0, end_time: 56.6
Word: wody, start_time: 56.6, end_time: 57.0
Transcript:  ćma minęła wiatr powiał piach z błyskawic lewą komar w beczce zadzwonił za skrzypiało drzewo Zorza zgłosi spłynęła a z wiecznością lato
Confidence: 0.8678483963012695
Word: ćma, start_time: 58.3, end_time: 58.9
Word: minęła, start_time: 58.9, end_time: 59.5
Word: wiatr, start_time: 59.5, end_time: 60.4
Word: powiał, start_time: 60.4, end_time: 60.9
Word: piach, start_time: 60.9, end_time: 61.9
Word: z, start_time: 61.9, end_time: 62.0
Word: błyskawic, start_time: 62.0, end_time: 62.8
Word: lewą, start_time: 62.8, end_time: 63.3
Word: komar, start_time: 63.3, end_time: 64.9
Word: w, start_time: 64.9, end_time: 64.9
Word: beczce, start_time: 64.9, end_time: 65.4
Word: zadzwonił, start_time: 65.4, end_time: 66.0
Word: za, start_time: 66.0, end_time: 66.5
Word: skrzypiało, start_time: 66.5, end_time: 67.1
Word: drzewo, start_time: 67.1, end_time: 67.4
Word: Zorza, start_time: 67.4, end_time: 68.9
Word: zgłosi, start_time: 68.9, end_time: 69.8
Word: spłynęła, start_time: 69.8, end_time: 70.5
Word: a, start_time: 70.5, end_time: 70.6
Word: z, start_time: 70.6, end_time: 71.2
Word: wiecznością, start_time: 71.2, end_time: 71.7
Word: lato, start_time: 71.7, end_time: 72.4
