Waiting for operation to complete...
Transcript: Bruno Jasieński but w butonierce żygające posągi pani sztuce na klawiszach usiadły pokrzywione bemole przeraźliwie się nudzą ziewają rozebrana gdzie on stoi w majtkach na stole i nabiera się głośno kakao czuła za oknami przyświeca żółtych ale jesienną jak wędrowne pochody bytujących się seks tylko białe posągi strony w swoją kamienną Stoją zawsze na miejscu niewzruszenie correct pani dzisiaj do prawdy Jest klasycznie Niedbała pani która tak zimno z sercami w sercu taka sztywna i dumna tak cudownie umiała nawet puścić się z krzykiem po trzech szkołach kurasa i przedziwne jak pani nie przestaje być w to nie będąc Zresztą obecnie najzupełniej Modern
Confidence: 0.8370568156242371
Word: Bruno, start_time: 0.0, end_time: 0.4
Word: Jasieński, start_time: 0.4, end_time: 1.0
Word: but, start_time: 1.0, end_time: 2.0
Word: w, start_time: 2.0, end_time: 2.3
Word: butonierce, start_time: 2.3, end_time: 2.7
Word: żygające, start_time: 2.7, end_time: 3.4
Word: posągi, start_time: 3.4, end_time: 5.4
Word: pani, start_time: 5.4, end_time: 7.5
Word: sztuce, start_time: 7.5, end_time: 7.9
Word: na, start_time: 7.9, end_time: 9.0
Word: klawiszach, start_time: 9.0, end_time: 9.4
Word: usiadły, start_time: 9.4, end_time: 9.9
Word: pokrzywione, start_time: 9.9, end_time: 10.5
Word: bemole, start_time: 10.5, end_time: 11.1
Word: przeraźliwie, start_time: 11.1, end_time: 12.4
Word: się, start_time: 12.4, end_time: 12.5
Word: nudzą, start_time: 12.5, end_time: 12.9
Word: ziewają, start_time: 12.9, end_time: 13.9
Word: rozebrana, start_time: 13.9, end_time: 16.6
Word: gdzie, start_time: 16.6, end_time: 16.8
Word: on, start_time: 16.8, end_time: 17.1
Word: stoi, start_time: 17.1, end_time: 17.4
Word: w, start_time: 17.4, end_time: 17.6
Word: majtkach, start_time: 17.6, end_time: 18.1
Word: na, start_time: 18.1, end_time: 18.3
Word: stole, start_time: 18.3, end_time: 18.8
Word: i, start_time: 18.8, end_time: 18.9
Word: nabiera, start_time: 18.9, end_time: 19.8
Word: się, start_time: 19.8, end_time: 20.0
Word: głośno, start_time: 20.0, end_time: 20.4
Word: kakao, start_time: 20.4, end_time: 21.2
Word: czuła, start_time: 21.2, end_time: 21.6
Word: za, start_time: 21.6, end_time: 22.8
Word: oknami, start_time: 22.8, end_time: 23.2
Word: przyświeca, start_time: 23.2, end_time: 23.7
Word: żółtych, start_time: 23.7, end_time: 24.1
Word: ale, start_time: 24.1, end_time: 24.4
Word: jesienną, start_time: 24.4, end_time: 25.1
Word: jak, start_time: 25.1, end_time: 25.8
Word: wędrowne, start_time: 25.8, end_time: 26.2
Word: pochody, start_time: 26.2, end_time: 27.0
Word: bytujących, start_time: 27.0, end_time: 27.6
Word: się, start_time: 27.6, end_time: 27.8
Word: seks, start_time: 27.8, end_time: 28.4
Word: tylko, start_time: 28.4, end_time: 29.4
Word: białe, start_time: 29.4, end_time: 29.7
Word: posągi, start_time: 29.7, end_time: 30.3
Word: strony, start_time: 30.3, end_time: 31.0
Word: w, start_time: 31.0, end_time: 31.2
Word: swoją, start_time: 31.2, end_time: 31.4
Word: kamienną, start_time: 31.4, end_time: 32.1
Word: Stoją, start_time: 32.1, end_time: 33.1
Word: zawsze, start_time: 33.1, end_time: 33.3
Word: na, start_time: 33.3, end_time: 33.6
Word: miejscu, start_time: 33.6, end_time: 34.2
Word: niewzruszenie, start_time: 34.2, end_time: 35.5
Word: correct, start_time: 35.5, end_time: 36.6
Word: pani, start_time: 36.6, end_time: 37.9
Word: dzisiaj, start_time: 37.9, end_time: 38.2
Word: do, start_time: 38.2, end_time: 38.3
Word: prawdy, start_time: 38.3, end_time: 38.7
Word: Jest, start_time: 38.7, end_time: 38.9
Word: klasycznie, start_time: 38.9, end_time: 39.5
Word: Niedbała, start_time: 39.5, end_time: 41.0
Word: pani, start_time: 41.0, end_time: 42.0
Word: która, start_time: 42.0, end_time: 42.9
Word: tak, start_time: 42.9, end_time: 43.1
Word: zimno, start_time: 43.1, end_time: 43.4
Word: z, start_time: 43.4, end_time: 43.5
Word: sercami, start_time: 43.5, end_time: 44.1
Word: w, start_time: 44.1, end_time: 44.3
Word: sercu, start_time: 44.3, end_time: 44.7
Word: taka, start_time: 44.7, end_time: 45.9
Word: sztywna, start_time: 45.9, end_time: 46.2
Word: i, start_time: 46.2, end_time: 46.6
Word: dumna, start_time: 46.6, end_time: 47.3
Word: tak, start_time: 47.3, end_time: 48.2
Word: cudownie, start_time: 48.2, end_time: 48.6
Word: umiała, start_time: 48.6, end_time: 49.2
Word: nawet, start_time: 49.2, end_time: 49.7
Word: puścić, start_time: 49.7, end_time: 50.2
Word: się, start_time: 50.2, end_time: 50.4
Word: z, start_time: 50.4, end_time: 50.5
Word: krzykiem, start_time: 50.5, end_time: 50.9
Word: po, start_time: 50.9, end_time: 51.0
Word: trzech, start_time: 51.0, end_time: 51.3
Word: szkołach, start_time: 51.3, end_time: 51.5
Word: kurasa, start_time: 51.5, end_time: 52.1
Word: i, start_time: 52.1, end_time: 52.2
Word: przedziwne, start_time: 52.2, end_time: 53.6
Word: jak, start_time: 53.6, end_time: 54.1
Word: pani, start_time: 54.1, end_time: 54.4
Word: nie, start_time: 54.4, end_time: 54.5
Word: przestaje, start_time: 54.5, end_time: 55.0
Word: być, start_time: 55.0, end_time: 55.1
Word: w, start_time: 55.1, end_time: 55.2
Word: to, start_time: 55.2, end_time: 55.4
Word: nie, start_time: 55.4, end_time: 55.6
Word: będąc, start_time: 55.6, end_time: 56.8
Word: Zresztą, start_time: 56.8, end_time: 57.2
Word: obecnie, start_time: 57.2, end_time: 57.7
Word: najzupełniej, start_time: 57.7, end_time: 58.4
Word: Modern, start_time: 58.4, end_time: 59.3
Transcript: co środy i piątki w pani białym salonie swoje wiersze czytają Iwaszkiewicz Eastern a ja wróg zasadniczy urzędowych kuluar gdzie się myśli i kocha i rozprawie i je mam otwarty wieczorem popielaty buduar platonicznie podziwiać pani debile ale teraz Jednakże niech się pani ocali nawet lokaj drewniany już uśmiecha się śmierć dziś będziemy po parku na wyścigi biegali i na ławki badali zawieszanie na śmierć
Confidence: 0.9523656368255615
Word: co, start_time: 60.1, end_time: 60.5
Word: środy, start_time: 60.5, end_time: 60.8
Word: i, start_time: 60.8, end_time: 60.9
Word: piątki, start_time: 60.9, end_time: 61.1
Word: w, start_time: 61.1, end_time: 61.6
Word: pani, start_time: 61.6, end_time: 62.3
Word: białym, start_time: 62.3, end_time: 62.6
Word: salonie, start_time: 62.6, end_time: 62.9
Word: swoje, start_time: 62.9, end_time: 64.0
Word: wiersze, start_time: 64.0, end_time: 64.1
Word: czytają, start_time: 64.1, end_time: 64.7
Word: Iwaszkiewicz, start_time: 64.7, end_time: 65.5
Word: Eastern, start_time: 65.5, end_time: 66.7
Word: a, start_time: 66.7, end_time: 66.9
Word: ja, start_time: 66.9, end_time: 68.2
Word: wróg, start_time: 68.2, end_time: 69.3
Word: zasadniczy, start_time: 69.3, end_time: 70.1
Word: urzędowych, start_time: 70.1, end_time: 70.7
Word: kuluar, start_time: 70.7, end_time: 71.2
Word: gdzie, start_time: 71.2, end_time: 71.8
Word: się, start_time: 71.8, end_time: 71.9
