Waiting for operation to complete...
Transcript: Ignacy Krasicki bajki i przypowieści Strzelec i pies
Confidence: 0.9697269797325134
Word: Ignacy, start_time: 0.0, end_time: 1.0
Word: Krasicki, start_time: 1.0, end_time: 1.4
Word: bajki, start_time: 1.4, end_time: 1.8
Word: i, start_time: 1.8, end_time: 2.8
Word: przypowieści, start_time: 2.8, end_time: 3.0
Word: Strzelec, start_time: 3.0, end_time: 5.4
Word: i, start_time: 5.4, end_time: 5.6
Word: pies, start_time: 5.6, end_time: 6.0
Transcript:  uciekł wyżeł od strzelca błąkał się dni kilka na koniec znalazł pana i przystał do wilka gonił sarny zające do kaczek się skrada Ale co tylko zdobył wszystko to pan zjadał zła to służba rzekł zatem gdzie korzystnie czeka bił pan dawny lecz karmił Wróćmy się do człowieka
Confidence: 0.9219803810119629
Word: uciekł, start_time: 7.3, end_time: 8.4
Word: wyżeł, start_time: 8.4, end_time: 8.9
Word: od, start_time: 8.9, end_time: 9.2
Word: strzelca, start_time: 9.2, end_time: 9.9
Word: błąkał, start_time: 9.9, end_time: 11.5
Word: się, start_time: 11.5, end_time: 11.6
Word: dni, start_time: 11.6, end_time: 11.9
Word: kilka, start_time: 11.9, end_time: 12.2
Word: na, start_time: 12.2, end_time: 12.5
Word: koniec, start_time: 12.5, end_time: 13.1
Word: znalazł, start_time: 13.1, end_time: 13.8
Word: pana, start_time: 13.8, end_time: 14.3
Word: i, start_time: 14.3, end_time: 14.4
Word: przystał, start_time: 14.4, end_time: 15.6
Word: do, start_time: 15.6, end_time: 15.7
Word: wilka, start_time: 15.7, end_time: 16.5
Word: gonił, start_time: 16.5, end_time: 18.0
Word: sarny, start_time: 18.0, end_time: 18.6
Word: zające, start_time: 18.6, end_time: 19.4
Word: do, start_time: 19.4, end_time: 19.8
Word: kaczek, start_time: 19.8, end_time: 20.2
Word: się, start_time: 20.2, end_time: 20.4
Word: skrada, start_time: 20.4, end_time: 20.9
Word: Ale, start_time: 20.9, end_time: 21.7
Word: co, start_time: 21.7, end_time: 21.9
Word: tylko, start_time: 21.9, end_time: 22.4
Word: zdobył, start_time: 22.4, end_time: 23.0
Word: wszystko, start_time: 23.0, end_time: 24.2
Word: to, start_time: 24.2, end_time: 24.4
Word: pan, start_time: 24.4, end_time: 25.2
Word: zjadał, start_time: 25.2, end_time: 25.9
Word: zła, start_time: 25.9, end_time: 27.9
Word: to, start_time: 27.9, end_time: 28.0
Word: służba, start_time: 28.0, end_time: 28.6
Word: rzekł, start_time: 28.6, end_time: 29.3
Word: zatem, start_time: 29.3, end_time: 29.8
Word: gdzie, start_time: 29.8, end_time: 30.5
Word: korzystnie, start_time: 30.5, end_time: 31.2
Word: czeka, start_time: 31.2, end_time: 31.7
Word: bił, start_time: 31.7, end_time: 32.7
Word: pan, start_time: 32.7, end_time: 33.1
Word: dawny, start_time: 33.1, end_time: 33.8
Word: lecz, start_time: 33.8, end_time: 34.4
Word: karmił, start_time: 34.4, end_time: 35.1
Word: Wróćmy, start_time: 35.1, end_time: 36.5
Word: się, start_time: 36.5, end_time: 36.8
Word: do, start_time: 36.8, end_time: 37.2
Word: człowieka, start_time: 37.2, end_time: 37.5
