Waiting for operation to complete...
Transcript: Adam Mickiewicz Ballady i romanse Romantyczność missing I see Where in My Eyes Szekspir Zdaje mi się że widzę gdzie przed oczyma duszy mojej Słuchaj dzieweczko Ona nie słucha to dzień Biały to miasteczko przy tobie nie ma żywego ducha co tam wkoło siebie chwytasz kogo wołasz z kim się witasz ona nie słucha to jak martwa Opoka nie zwróci w stronę oka To strzela w koło oczyma to się łzami zaleje coś niby chwyta coś niby trzyma rozpłaczę się i zaśmieje ty żeś to w nocy to ty Jasieńku ahi po śmierci kocha tutaj tutaj pomaleńku czasem usłyszy macocha
Confidence: 0.8845067024230957
Word: Adam, start_time: 0.0, end_time: 1.3
Word: Mickiewicz, start_time: 1.3, end_time: 1.5
Word: Ballady, start_time: 1.5, end_time: 2.2
Word: i, start_time: 2.2, end_time: 3.3
Word: romanse, start_time: 3.3, end_time: 3.4
Word: Romantyczność, start_time: 3.4, end_time: 5.0
Word: missing, start_time: 5.0, end_time: 8.4
Word: I, start_time: 8.4, end_time: 8.6
Word: see, start_time: 8.6, end_time: 9.4
Word: Where, start_time: 9.4, end_time: 10.7
Word: in, start_time: 10.7, end_time: 10.8
Word: My, start_time: 10.8, end_time: 11.7
Word: Eyes, start_time: 11.7, end_time: 12.6
Word: Szekspir, start_time: 12.6, end_time: 14.1
Word: Zdaje, start_time: 14.1, end_time: 16.2
Word: mi, start_time: 16.2, end_time: 16.3
Word: się, start_time: 16.3, end_time: 16.4
Word: że, start_time: 16.4, end_time: 16.5
Word: widzę, start_time: 16.5, end_time: 16.8
Word: gdzie, start_time: 16.8, end_time: 17.1
Word: przed, start_time: 17.1, end_time: 18.4
Word: oczyma, start_time: 18.4, end_time: 19.4
Word: duszy, start_time: 19.4, end_time: 19.7
Word: mojej, start_time: 19.7, end_time: 20.0
Word: Słuchaj, start_time: 20.0, end_time: 22.3
Word: dzieweczko, start_time: 22.3, end_time: 22.6
Word: Ona, start_time: 22.6, end_time: 23.0
Word: nie, start_time: 23.0, end_time: 24.3
Word: słucha, start_time: 24.3, end_time: 24.4
Word: to, start_time: 24.4, end_time: 26.0
Word: dzień, start_time: 26.0, end_time: 26.2
Word: Biały, start_time: 26.2, end_time: 26.7
Word: to, start_time: 26.7, end_time: 27.2
Word: miasteczko, start_time: 27.2, end_time: 27.5
Word: przy, start_time: 27.5, end_time: 28.6
Word: tobie, start_time: 28.6, end_time: 28.8
Word: nie, start_time: 28.8, end_time: 29.0
Word: ma, start_time: 29.0, end_time: 29.1
Word: żywego, start_time: 29.1, end_time: 29.4
Word: ducha, start_time: 29.4, end_time: 29.6
Word: co, start_time: 29.6, end_time: 30.5
Word: tam, start_time: 30.5, end_time: 30.7
Word: wkoło, start_time: 30.7, end_time: 31.0
Word: siebie, start_time: 31.0, end_time: 31.1
Word: chwytasz, start_time: 31.1, end_time: 31.8
Word: kogo, start_time: 31.8, end_time: 32.5
Word: wołasz, start_time: 32.5, end_time: 32.9
Word: z, start_time: 32.9, end_time: 33.0
Word: kim, start_time: 33.0, end_time: 33.2
Word: się, start_time: 33.2, end_time: 33.4
Word: witasz, start_time: 33.4, end_time: 33.8
Word: ona, start_time: 33.8, end_time: 35.3
Word: nie, start_time: 35.3, end_time: 35.5
Word: słucha, start_time: 35.5, end_time: 35.8
Word: to, start_time: 35.8, end_time: 37.8
Word: jak, start_time: 37.8, end_time: 38.1
Word: martwa, start_time: 38.1, end_time: 38.6
Word: Opoka, start_time: 38.6, end_time: 39.2
Word: nie, start_time: 39.2, end_time: 39.8
Word: zwróci, start_time: 39.8, end_time: 40.3
Word: w, start_time: 40.3, end_time: 40.4
Word: stronę, start_time: 40.4, end_time: 40.8
Word: oka, start_time: 40.8, end_time: 41.1
Word: To, start_time: 41.1, end_time: 41.9
Word: strzela, start_time: 41.9, end_time: 42.4
Word: w, start_time: 42.4, end_time: 42.5
Word: koło, start_time: 42.5, end_time: 42.8
Word: oczyma, start_time: 42.8, end_time: 43.2
Word: to, start_time: 43.2, end_time: 43.8
Word: się, start_time: 43.8, end_time: 44.0
Word: łzami, start_time: 44.0, end_time: 44.3
Word: zaleje, start_time: 44.3, end_time: 44.9
Word: coś, start_time: 44.9, end_time: 45.7
Word: niby, start_time: 45.7, end_time: 46.0
Word: chwyta, start_time: 46.0, end_time: 46.5
Word: coś, start_time: 46.5, end_time: 46.7
Word: niby, start_time: 46.7, end_time: 46.9
Word: trzyma, start_time: 46.9, end_time: 47.4
Word: rozpłaczę, start_time: 47.4, end_time: 48.5
Word: się, start_time: 48.5, end_time: 48.6
Word: i, start_time: 48.6, end_time: 48.8
Word: zaśmieje, start_time: 48.8, end_time: 49.5
Word: ty, start_time: 49.5, end_time: 51.3
Word: żeś, start_time: 51.3, end_time: 51.4
Word: to, start_time: 51.4, end_time: 51.6
Word: w, start_time: 51.6, end_time: 51.7
Word: nocy, start_time: 51.7, end_time: 51.9
Word: to, start_time: 51.9, end_time: 52.8
Word: ty, start_time: 52.8, end_time: 53.0
Word: Jasieńku, start_time: 53.0, end_time: 53.7
Word: ahi, start_time: 53.7, end_time: 54.7
Word: po, start_time: 54.7, end_time: 54.8
Word: śmierci, start_time: 54.8, end_time: 55.4
Word: kocha, start_time: 55.4, end_time: 55.8
Word: tutaj, start_time: 55.8, end_time: 56.7
Word: tutaj, start_time: 56.7, end_time: 57.0
Word: pomaleńku, start_time: 57.0, end_time: 57.5
Word: czasem, start_time: 57.5, end_time: 58.7
Word: usłyszy, start_time: 58.7, end_time: 59.2
Word: macocha, start_time: 59.2, end_time: 59.7
Transcript: niech sobie słyszy już nie ma ciebie już po twoim pogrzebie ty już umarłeś Ach ja się boję czego się boję mego Jasień k ach to on nic A twoje oczki twoje twoja biała sukienka is antybiały jak chusta zimny jakie zimne dłonie tutaj Połóż to na łonie przyciśnij mnie do ust usta ah jak tam zimno musi być w grobie umarłeś tak 2 lat A weź mnie ja umrę przy tobie nie lubię świata źle mnie w złych ludzi tłumie płacze a oni szydzą mówię nikt nie rozumie widzę oni nie widzą wśród dnia przyjdź kiedy to może weź nie nie nie trzymam ciebie w ręku Gdzie znikasz Gdzie mój Jasieńku jeszcze wcześnie jeszcze wcześnie mój Boże kursie odzywa
Confidence: 0.9693945646286011
Word: niech, start_time: 59.9, end_time: 60.8
Word: sobie, start_time: 60.8, end_time: 61.0
Word: słyszy, start_time: 61.0, end_time: 61.7
Word: już, start_time: 61.7, end_time: 62.1
Word: nie, start_time: 62.1, end_time: 62.3
Word: ma, start_time: 62.3, end_time: 62.4
Word: ciebie, start_time: 62.4, end_time: 62.7
Word: już, start_time: 62.7, end_time: 63.5
Word: po, start_time: 63.5, end_time: 63.6
Word: twoim, start_time: 63.6, end_time: 64.0
Word: pogrzebie, start_time: 64.0, end_time: 64.2
Word: ty, start_time: 64.2, end_time: 65.2
Word: już, start_time: 65.2, end_time: 65.4
Word: umarłeś, start_time: 65.4, end_time: 65.9
Word: Ach, start_time: 65.9, end_time: 66.7
Word: ja, start_time: 66.7, end_time: 66.9
Word: się, start_time: 66.9, end_time: 67.0
Word: boję, start_time: 67.0, end_time: 67.4
Word: czego, start_time: 67.4, end_time: 68.2
Word: się, start_time: 68.2, end_time: 68.3
Word: boję, start_time: 68.3, end_time: 68.6
Word: mego, start_time: 68.6, end_time: 68.9
Word: Jasień, start_time: 68.9, end_time: 69.3
Word: k, start_time: 69.3, end_time: 69.5
Word: ach, start_time: 69.5, end_time: 70.3
