Waiting for operation to complete...
Transcript: Bruno Jasieński but w butonierce podróżniczki dedykacja towarzyszką podróży na wszystkich kolejach świata poświęca o podróże jednostajny na strzeżonym miękkim pluszem wczoraj marne dzisiaj Wołga jutro może Janusek Young patrzę w oczy smutne i pani działkowym kapeluszu i już Kocham cię jak sztubak taki duży sławny pan o wytarty Plush poduszki dosyć szorstkie policzki turkot ciszą ukołysze wszystko będzie jak przez mgłę
Confidence: 0.8514110445976257
Word: Bruno, start_time: 0.0, end_time: 0.5
Word: Jasieński, start_time: 0.5, end_time: 1.2
Word: but, start_time: 1.2, end_time: 2.0
Word: w, start_time: 2.0, end_time: 2.2
Word: butonierce, start_time: 2.2, end_time: 2.3
Word: podróżniczki, start_time: 2.3, end_time: 4.6
Word: dedykacja, start_time: 4.6, end_time: 6.2
Word: towarzyszką, start_time: 6.2, end_time: 7.1
Word: podróży, start_time: 7.1, end_time: 7.7
Word: na, start_time: 7.7, end_time: 7.8
Word: wszystkich, start_time: 7.8, end_time: 8.3
Word: kolejach, start_time: 8.3, end_time: 8.7
Word: świata, start_time: 8.7, end_time: 9.2
Word: poświęca, start_time: 9.2, end_time: 10.7
Word: o, start_time: 10.7, end_time: 10.8
Word: podróże, start_time: 10.8, end_time: 12.6
Word: jednostajny, start_time: 12.6, end_time: 13.8
Word: na, start_time: 13.8, end_time: 13.9
Word: strzeżonym, start_time: 13.9, end_time: 14.4
Word: miękkim, start_time: 14.4, end_time: 15.2
Word: pluszem, start_time: 15.2, end_time: 15.4
Word: wczoraj, start_time: 15.4, end_time: 17.1
Word: marne, start_time: 17.1, end_time: 17.5
Word: dzisiaj, start_time: 17.5, end_time: 18.3
Word: Wołga, start_time: 18.3, end_time: 18.8
Word: jutro, start_time: 18.8, end_time: 19.7
Word: może, start_time: 19.7, end_time: 20.0
Word: Janusek, start_time: 20.0, end_time: 20.7
Word: Young, start_time: 20.7, end_time: 21.2
Word: patrzę, start_time: 21.2, end_time: 22.7
Word: w, start_time: 22.7, end_time: 22.8
Word: oczy, start_time: 22.8, end_time: 22.9
Word: smutne, start_time: 22.9, end_time: 23.2
Word: i, start_time: 23.2, end_time: 23.4
Word: pani, start_time: 23.4, end_time: 23.8
Word: działkowym, start_time: 23.8, end_time: 24.6
Word: kapeluszu, start_time: 24.6, end_time: 25.2
Word: i, start_time: 25.2, end_time: 25.3
Word: już, start_time: 25.3, end_time: 25.8
Word: Kocham, start_time: 25.8, end_time: 26.3
Word: cię, start_time: 26.3, end_time: 26.4
Word: jak, start_time: 26.4, end_time: 26.6
